time[sec],ax[m/s^2],ay[m/s^2],az[m/s^2],gx[rad/s],gy[rad/s],gz[rad/s]
27.550,0.297,-0.168,9.527,-0.024,0.012,0.006
27.560,0.302,-0.144,9.556,-0.027,0.010,0.010
27.570,0.292,-0.177,9.403,-0.025,0.014,0.009
27.580,0.292,-0.172,9.489,-0.028,0.009,0.009
27.590,0.326,-0.235,9.475,-0.026,0.010,0.012
27.600,0.297,-0.220,9.527,-0.031,0.005,0.008
27.610,0.307,-0.148,9.479,-0.027,0.010,0.010
27.620,0.216,-0.235,9.417,-0.027,0.008,0.007
27.630,0.307,-0.216,9.494,-0.026,0.010,0.011
27.640,0.359,-0.206,9.432,-0.026,0.006,0.011
27.650,0.335,-0.182,9.542,-0.028,0.010,0.010
27.660,0.359,-0.230,9.537,-0.028,0.010,0.011
27.670,0.297,-0.240,9.518,-0.030,0.014,0.011
27.680,0.302,-0.192,9.508,-0.028,0.013,0.008
27.690,0.307,-0.158,9.436,-0.022,0.012,0.011
27.700,0.259,-0.244,9.532,-0.025,0.007,0.008
27.710,0.254,-0.168,9.551,-0.028,0.008,0.010
27.720,0.292,-0.216,9.432,-0.027,0.012,0.011
27.730,0.302,-0.168,9.379,-0.022,0.012,0.009
27.740,0.220,-0.177,9.580,-0.026,0.010,0.011
27.750,0.283,-0.172,9.570,-0.029,0.011,0.011
27.760,0.297,-0.177,9.518,-0.026,0.009,0.007
27.770,0.307,-0.144,9.475,-0.024,0.010,0.011
27.780,0.311,-0.172,9.494,-0.024,0.010,0.010
27.790,0.335,-0.211,9.513,-0.024,0.008,0.009
27.800,0.235,-0.196,9.570,-0.030,0.012,0.008
27.810,0.326,-0.225,9.566,-0.025,0.004,0.011
27.820,0.240,-0.158,9.489,-0.028,0.010,0.009
27.830,0.316,-0.168,9.503,-0.027,0.006,0.011
27.840,0.278,-0.187,9.623,-0.026,0.008,0.012
27.850,0.278,-0.125,9.456,-0.024,0.010,0.013
27.860,0.273,-0.153,9.523,-0.024,0.013,0.009
27.870,0.359,-0.182,9.470,-0.028,0.011,0.013
27.880,0.211,-0.196,9.475,-0.026,0.010,0.010
27.890,0.268,-0.182,9.412,-0.029,0.007,0.011
27.900,0.211,-0.187,9.499,-0.027,0.008,0.010
27.910,0.321,-0.196,9.465,-0.030,0.007,0.005
27.920,0.254,-0.240,9.585,-0.027,0.013,0.009
27.930,0.307,-0.115,9.518,-0.027,0.012,0.011
27.940,0.354,-0.206,9.580,-0.027,0.011,0.010
27.950,0.292,-0.158,9.470,-0.030,0.011,0.007
27.960,0.311,-0.158,9.475,-0.032,0.009,0.007
27.970,0.297,-0.196,9.537,-0.030,0.007,0.010
27.980,0.307,-0.230,9.460,-0.028,0.009,0.012
27.990,0.331,-0.201,9.484,-0.025,0.007,0.009
28.000,0.292,-0.172,9.523,-0.028,0.011,0.011
28.010,0.311,-0.211,9.523,-0.030,0.013,0.007
28.020,0.311,-0.192,9.628,-0.027,0.009,0.011
28.030,0.297,-0.211,9.432,-0.024,0.007,0.012
28.040,0.321,-0.177,9.542,-0.027,0.012,0.011
28.050,0.254,-0.201,9.451,-0.027,0.008,0.011
28.060,0.316,-0.172,9.470,-0.028,0.010,0.008
28.070,0.340,-0.158,9.551,-0.026,0.016,0.014
28.080,0.292,-0.230,9.499,-0.026,0.012,0.007
28.090,0.311,-0.187,9.537,-0.025,0.009,0.010
28.100,0.340,-0.196,9.503,-0.024,0.009,0.010
28.110,0.177,-0.211,9.532,-0.027,0.011,0.006
28.120,0.287,-0.201,9.465,-0.026,0.011,0.009
28.130,0.254,-0.129,9.527,-0.031,0.010,0.009
28.140,0.297,-0.235,9.499,-0.028,0.008,0.010
28.150,0.321,-0.220,9.494,-0.025,0.011,0.009
28.160,0.273,-0.244,9.527,-0.032,0.015,0.011
28.170,0.292,-0.216,9.484,-0.027,0.011,0.010
28.180,0.235,-0.263,9.585,-0.030,0.011,0.010
28.190,0.302,-0.196,9.513,-0.028,0.012,0.008
28.200,0.340,-0.153,9.489,-0.028,0.011,0.007
28.210,0.307,-0.192,9.417,-0.025,0.007,0.011
28.220,0.259,-0.148,9.460,-0.029,0.009,0.010
28.230,0.292,-0.158,9.479,-0.024,0.013,0.012
28.240,0.359,-0.230,9.403,-0.023,0.015,0.008
28.250,0.321,-0.153,9.575,-0.029,0.012,0.009
28.260,0.254,-0.196,9.532,-0.024,0.014,0.008
28.270,0.345,-0.244,9.494,-0.029,0.011,0.012
28.280,0.297,-0.144,9.451,-0.026,0.010,0.010
28.290,0.263,-0.206,9.484,-0.027,0.012,0.009
28.300,0.273,-0.115,9.542,-0.030,0.009,0.010
28.310,0.292,-0.220,9.518,-0.026,0.010,0.012
28.320,0.297,-0.216,9.441,-0.025,0.009,0.009
28.330,0.311,-0.163,9.513,-0.027,0.015,0.011
28.340,0.307,-0.187,9.479,-0.029,0.010,0.010
28.350,0.292,-0.201,9.508,-0.027,0.008,0.010
28.360,0.278,-0.163,9.494,-0.026,0.013,0.007
28.370,0.374,-0.168,9.527,-0.025,0.007,0.008
28.380,0.307,-0.120,9.489,-0.025,0.011,0.007
28.390,0.297,-0.192,9.527,-0.028,0.012,0.007
28.400,0.230,-0.187,9.436,-0.026,0.008,0.009
28.410,0.354,-0.182,9.503,-0.028,0.012,0.008
28.420,0.268,-0.187,9.527,-0.030,0.014,0.008
28.430,0.259,-0.182,9.427,-0.028,0.010,0.011
28.440,0.273,-0.182,9.470,-0.025,0.010,0.011
28.450,0.345,-0.172,9.489,-0.027,0.007,0.008
28.460,0.307,-0.168,9.561,-0.025,0.008,0.008
28.470,0.287,-0.172,9.432,-0.025,0.011,0.008
28.480,0.268,-0.211,9.441,-0.026,0.009,0.007
28.490,0.340,-0.153,9.513,-0.026,0.009,0.010
28.500,0.244,-0.182,9.484,-0.028,0.010,0.010
28.510,0.235,-0.220,9.479,-0.029,0.006,0.010
28.520,0.292,-0.192,9.494,-0.028,0.012,0.012
28.530,0.292,-0.196,9.532,-0.028,0.016,0.011
28.540,0.335,-0.196,9.542,-0.026,0.012,0.011
28.550,0.259,-0.211,9.590,-0.028,0.009,0.010
28.560,0.292,-0.225,9.532,-0.027,0.016,0.008
28.570,0.278,-0.187,9.499,-0.030,0.010,0.011
28.580,0.263,-0.168,9.532,-0.029,0.012,0.010
28.590,0.307,-0.196,9.422,-0.025,0.008,0.013
28.600,0.249,-0.177,9.561,-0.028,0.014,0.010
28.610,0.278,-0.172,9.638,-0.027,0.011,0.010
28.620,0.283,-0.220,9.499,-0.029,0.008,0.005
28.630,0.287,-0.225,9.403,-0.026,0.009,0.011
28.640,0.297,-0.153,9.594,-0.026,0.009,0.009
28.650,0.216,-0.235,9.465,-0.025,0.012,0.011
28.660,0.259,-0.254,9.609,-0.026,0.010,0.011
28.670,0.316,-0.196,9.566,-0.028,0.007,0.010
28.680,0.412,-0.158,9.494,-0.025,0.007,0.009
28.690,0.177,-0.163,9.441,-0.030,0.009,0.009
28.700,0.292,-0.196,9.460,-0.030,0.012,0.009
28.710,0.331,-0.182,9.518,-0.027,0.010,0.007
28.720,0.335,-0.220,9.475,-0.029,0.010,0.009
28.730,0.316,-0.177,9.475,-0.029,0.013,0.012
28.740,0.316,-0.216,9.513,-0.028,0.010,0.006
28.750,0.345,-0.153,9.470,-0.025,0.014,0.008
28.760,0.316,-0.158,9.532,-0.028,0.008,0.012
28.770,0.287,-0.139,9.417,-0.031,0.008,0.010
28.780,0.350,-0.196,9.503,-0.027,0.008,0.010
28.790,0.273,-0.240,9.547,-0.029,0.009,0.007
28.800,0.326,-0.177,9.570,-0.031,0.012,0.011
28.810,0.364,-0.196,9.484,-0.025,0.013,0.013
28.820,0.283,-0.144,9.465,-0.026,0.011,0.011
28.830,0.292,-0.168,9.489,-0.025,0.013,0.012
28.840,0.292,-0.201,9.465,-0.028,0.010,0.008
28.850,0.225,-0.192,9.590,-0.027,0.005,0.012
28.860,0.259,-0.192,9.479,-0.027,0.010,0.010
28.870,0.254,-0.120,9.542,-0.023,0.011,0.007
28.880,0.235,-0.182,9.604,-0.029,0.012,0.013
28.890,0.216,-0.216,9.537,-0.025,0.005,0.009
28.900,0.254,-0.192,9.456,-0.028,0.009,0.012
28.910,0.311,-0.225,9.518,-0.030,0.011,0.009
28.920,0.249,-0.220,9.547,-0.028,0.007,0.009
28.930,0.359,-0.211,9.575,-0.026,0.011,0.009
28.940,0.297,-0.187,9.494,-0.025,0.008,0.012
28.950,0.287,-0.177,9.532,-0.029,0.007,0.009
28.960,0.259,-0.206,9.532,-0.026,0.011,0.011
28.970,0.311,-0.206,9.456,-0.027,0.013,0.009
28.980,0.283,-0.139,9.465,-0.028,0.008,0.008
28.990,0.369,-0.211,9.585,-0.029,0.013,0.010
29.000,0.278,-0.225,9.570,-0.029,0.013,0.009
29.010,0.297,-0.206,9.561,-0.028,0.008,0.006
29.020,0.321,-0.220,9.513,-0.031,0.010,0.009
29.030,0.364,-0.244,9.427,-0.027,0.013,0.009
29.040,0.331,-0.201,9.537,-0.025,0.011,0.008
29.050,0.340,-0.182,9.451,-0.028,0.011,0.009
29.060,0.292,-0.249,9.614,-0.029,0.010,0.013
29.070,0.316,-0.196,9.503,-0.025,0.009,0.008
29.080,0.307,-0.187,9.599,-0.025,0.009,0.010
29.090,0.311,-0.187,9.475,-0.029,0.009,0.007
29.100,0.331,-0.216,9.494,-0.030,0.010,0.009
29.110,0.311,-0.201,9.479,-0.030,0.013,0.009
29.120,0.268,-0.220,9.527,-0.024,0.008,0.007
29.130,0.287,-0.182,9.542,-0.027,0.010,0.012
29.140,0.335,-0.206,9.556,-0.030,0.009,0.009
29.150,0.278,-0.172,9.508,-0.031,0.010,0.011
29.160,0.307,-0.196,9.379,-0.033,0.009,0.008
29.170,0.335,-0.187,9.456,-0.029,0.012,0.011
29.180,0.240,-0.235,9.508,-0.030,0.006,0.010
29.190,0.220,-0.163,9.484,-0.030,0.007,0.009
29.200,0.278,-0.196,9.523,-0.027,0.011,0.011
29.210,0.316,-0.182,9.508,-0.027,0.015,0.009
29.220,0.316,-0.240,9.532,-0.028,0.007,0.011
29.230,0.220,-0.187,9.570,-0.027,0.008,0.009
29.240,0.316,-0.201,9.460,-0.026,0.009,0.013
29.250,0.287,-0.168,9.537,-0.027,0.009,0.007
29.260,0.311,-0.177,9.527,-0.029,0.007,0.010
29.270,0.297,-0.192,9.499,-0.027,0.009,0.010
29.280,0.278,-0.139,9.537,-0.031,0.009,0.008
29.290,0.316,-0.148,9.618,-0.024,0.008,0.008
29.300,0.230,-0.230,9.321,-0.027,0.011,0.010
29.310,0.354,-0.196,9.518,-0.032,0.008,0.010
29.320,0.240,-0.230,9.451,-0.026,0.011,0.009
29.330,0.307,-0.187,9.523,-0.028,0.008,0.009
29.340,0.297,-0.172,9.523,-0.033,0.008,0.009
29.350,0.326,-0.225,9.566,-0.031,0.008,0.009
29.360,0.273,-0.230,9.527,-0.027,0.014,0.007
29.370,0.340,-0.182,9.513,-0.025,0.010,0.010
29.380,0.287,-0.153,9.542,-0.025,0.012,0.011
29.390,0.268,-0.177,9.513,-0.026,0.011,0.010
29.400,0.273,-0.177,9.484,-0.027,0.008,0.008
29.410,0.321,-0.230,9.499,-0.026,0.012,0.012
29.420,0.244,-0.201,9.527,-0.032,0.006,0.011
29.430,0.249,-0.153,9.527,-0.029,0.011,0.010
29.440,0.307,-0.172,9.614,-0.027,0.009,0.008
29.450,0.283,-0.196,9.484,-0.024,0.011,0.011
29.460,0.287,-0.225,9.542,-0.030,0.010,0.013
29.470,0.254,-0.263,9.446,-0.027,0.013,0.011
29.480,0.287,-0.225,9.518,-0.027,0.011,0.009
29.490,0.311,-0.225,9.527,-0.028,0.013,0.010
29.500,0.307,-0.230,9.523,-0.030,0.008,0.012
29.510,0.263,-0.163,9.503,-0.025,0.011,0.010
29.520,0.316,-0.153,9.479,-0.030,0.013,0.014
29.530,0.354,-0.187,9.456,-0.026,0.012,0.008
29.540,0.326,-0.168,9.604,-0.028,0.007,0.011
29.550,0.307,-0.163,9.513,-0.026,0.010,0.008
29.560,0.268,-0.177,9.542,-0.030,0.007,0.011
29.570,0.345,-0.139,9.570,-0.026,0.010,0.007
29.580,0.316,-0.220,9.523,-0.027,0.010,0.011
29.590,0.240,-0.216,9.561,-0.027,0.009,0.010
29.600,0.249,-0.187,9.470,-0.024,0.010,0.009
29.610,0.307,-0.187,9.523,-0.028,0.007,0.011
29.620,0.263,-0.211,9.451,-0.028,0.010,0.009
29.630,0.287,-0.240,9.465,-0.027,0.010,0.011
29.640,0.292,-0.263,9.484,-0.027,0.007,0.010
29.650,0.249,-0.201,9.446,-0.027,0.008,0.010
29.660,0.254,-0.158,9.494,-0.025,0.011,0.009
29.670,0.374,-0.168,9.551,-0.025,0.007,0.010
29.680,0.216,-0.192,9.547,-0.031,0.011,0.009
29.690,0.311,-0.187,9.479,-0.027,0.010,0.010
29.700,0.307,-0.163,9.523,-0.029,0.006,0.010
29.710,0.268,-0.201,9.460,-0.027,0.007,0.004
29.720,0.249,-0.230,9.436,-0.029,0.012,0.008
29.730,0.273,-0.201,9.537,-0.024,0.009,0.009
29.740,0.273,-0.230,9.527,-0.031,0.009,0.011
29.750,0.273,-0.177,9.547,-0.028,0.010,0.008
29.760,0.249,-0.158,9.499,-0.028,0.011,0.011
29.770,0.316,-0.168,9.408,-0.028,0.011,0.011
29.780,0.263,-0.216,9.508,-0.031,0.007,0.009
29.790,0.369,-0.153,9.484,-0.026,0.009,0.010
29.800,0.259,-0.206,9.465,-0.028,0.017,0.010
29.810,0.273,-0.249,9.456,-0.024,0.009,0.010
29.820,0.335,-0.201,9.465,-0.029,0.011,0.013
29.830,0.302,-0.192,9.484,-0.027,0.013,0.006
29.840,0.278,-0.158,9.494,-0.026,0.010,0.010
29.850,0.345,-0.182,9.556,-0.028,0.014,0.009
29.860,0.263,-0.192,9.470,-0.029,0.014,0.010
29.870,0.268,-0.216,9.551,-0.025,0.006,0.011
29.880,0.287,-0.244,9.470,-0.025,0.012,0.011
29.890,0.283,-0.201,9.513,-0.028,0.012,0.011
29.900,0.254,-0.158,9.403,-0.026,0.010,0.011
29.910,0.244,-0.196,9.451,-0.025,0.009,0.009
29.920,0.278,-0.158,9.575,-0.023,0.007,0.009
29.930,0.335,-0.158,9.427,-0.028,0.007,0.008
29.940,0.240,-0.220,9.499,-0.026,0.011,0.011
29.950,0.201,-0.206,9.508,-0.024,0.010,0.012
29.960,0.311,-0.182,9.590,-0.026,0.011,0.009
29.970,0.326,-0.206,9.484,-0.032,0.012,0.013
29.980,0.316,-0.225,9.465,-0.027,0.007,0.008
29.990,0.283,-0.158,9.503,-0.028,0.008,0.009
30.000,0.292,-0.206,9.527,-0.026,0.009,0.006
